Adidas                            ,                                                                                       ,                       ,                                                                                                       ,                                                                             ,                                                     ,                          ,                   ,                                 , 
Country                           , Supplier Name                                                                         , Tier                  , Address 1                                                                                             , Address 2                                                                   , Address 3                                           , City                     , Postal Code       , State                           , Product Type
Indonesia                         , PT Pan Brothers TBK (Fty 8)                                                           , Tier 1 – Subcontractor, Jl. Raya Solo- Sragen Km. 22                                                                          , "Dk .Dawangan, Ds. Purwosuman"                                              ,                                                     , Sragen                   , 57281             , Jawa Tengah                     , Apparel
Indonesia                         , PT Panarub Industry                                                                   , Tier 1 - Primary      , Jl. Moch Toha Km. 1                                                                                   , Pasar Baru                                                                  , Desa Gerendeng                                      , Tangerang                , 15113             , Banten                          , Footwear
Indonesia                         , PT PEI HAI INTERNATIONAL WIRATAMA INDONESIA ON BEHALF OF PT YIHFULL FOOTWEAR INDONESIA, Tier 1 - Primary      , BLOK RE21-22 KOMP. VILLA BUKIT MAS                                                                    , DESA/KELURAHAN DUKUH PAKIS                                                  , KEC. DUKUH PAKIS                                    , SURABAYA                 , 60225             , JAWA TIMUR                      , Footwear
Indonesia                         , PT Prima Sejati Sejahtera                                                             , Tier 1 - Primary      , Dk. Butuh RT.01 RW.02                                                                                 , Ds. Butuh                                                                   , Kec. Mojosongo                                      , Kab. Boyolali            , 57322             , Jawa Tengah                     , Apparel
Indonesia                         , PT Pungkook Indonesia One[Grobogan]                                                   , Tier 1 - Primary      , Jl. Raya Purwodadi-Blora KM. 18                                                                       , Desa. Tanjungrejo Kec. Wirosari                                             ,                                                     , Kab. Grobogan            , 58192             , Jawa Tengah                     , Accessories
Indonesia                         , PT Semarang Garment                                                                   , Tier 1 - Primary      , Jl. Soekarno - Hatta KM. 25                                                                           , Kelurahan Wujil                                                             , Kecamatan Bergas                                    , Kabupaten Semarang       , 50552             , Jawa Tengah                     , Apparel
Indonesia                         , PT TAH SUNG HUNG (SHI)                                                                , Tier 1 - Primary      , Jalan PEMUDA NO. 35A                                                                                  , "Kel. Jagapura, Kec. Kersana"                                               , Kab. Brebes                                         , BREBES                   , 52264             , Jawa Tengah                     , Footwear
Indonesia                         , PT. Apparel One Indonesia 2                                                           , Tier 1 - Primary      , Jl. Tugu Wijaya IV No. 08                                                                             , "Kawasan Industri Wijaya Kusuma,"                                           , "Kel. Randu Garut, Kec. Tugu"                       , Semarang                 , 50153             , Jawa Tengah                     , Apparel
Indonesia                         , PT. Global Way Indonesia (Madiun facility)                                            , Tier 1 - Primary      , Jalan Raya Pilangkenceng                                                                              , KEDUNGREJO                                                                  ,                                                     , Madiun                   , 63154             , Jawa Timur                      , Accessories
Indonesia                         , PT. HWASEUNG INDONESIA                                                                , Tier 1 - Primary      , DESA BANYUPUTIH                                                                                       , KEC. KALINYAMATAN                                                           ,                                                     , "JEPARA, JAWA TENGAH"    , 59462             , JAWA TENGAH                     , Footwear
Indonesia                         , PT. Jiale Indonesia Textile                                                           , Tier 1 - Primary      , Jl. Pecangaan - Bate no. 288                                                                          , Ds. Gemulung                                                                , "Kec. Pecangaan, Kab. Jepara"                       , Jepara                   , 59460             , Jawa Tengah                     , Apparel
Indonesia                         , PT. Parkland World Indonesia (PWI-Rembang)                                            , Tier 1 - Primary      , Desa Pasar Banggi                                                                                     , Jl Raya Rembang pamotan Km 5                                                , Kec. Rembang Rembang-Jawa Tengah                    , Rembang                  , 59219             , Jawa Tengah                     , Footwear
Indonesia                         , PT. Parkland World Indonesia Jepara                                                   , Tier 1 - Primary      , Jalan Raya Jepara - Kudus                                                                             , Desa Pelang RT 06 RW 02                                                     , "Kecamatan Mayong, Kabupaten Jepara"                , Jepara                   , 59465             , Jawa Tengah                     , Footwear
Indonesia                         , PT Eagle Glove Indonesia                                                              , Tier 1 - Primary      , Desa Bayen                                                                                            , "Purwomartani, Kalasan"                                                     , Sleman                                              , Sleman                   , 55571             , Daerah Istimewa Yogyakarta      , Accessories
Italy                             , BMB Manifattura Borse s.p.a.                                                          , Tier 1 - Primary      , "Via Di Porto, 35"                                                                                    ,                                                                             ,                                                     , Scandicci                , 50018             , Toscana                         , Apparel
Italy                             , CALZATURIFICIO JUMBO SPA                                                              , Tier 1 - Primary      , Via Fenil Novo 6                                                                                      ,                                                                             ,                                                     , San Martino B.A.         , 37036             , Veneto                          , Footwear
Italy                             , CALZATURIFICIO PORTLAND'S SPA                                                         , Tier 1 – Subcontractor, "VIA FONTE GIUGLIANO, 9/11"                                                                           ,                                                                             ,                                                     , MONTEGRANARO             , 63812             , Marche                          , Footwear
Italy                             , Confezioni Di Lou Suiying                                                             , Tier 1 – Subcontractor, Vaile Del Lavoro 620                                                                                  ,                                                                             ,                                                     , Solesino                 , 35047             ,                                 , Apparel
Italy                             , Dal Dosso Group SRL                                                                   , Tier 1 – Subcontractor, "Via Aldo Moro, 9"                                                                                    , 28011 Armeno (NO)                                                           ,                                                     , Armeno                   , 28011             , Piemonte                        , Accessories
Italy                             , Inovika SRL                                                                           , Tier 1 – Subcontractor, Via Cal Trevisana 26/A                                                                                ,                                                                             ,                                                     , Montebelluna             , 31044             ,                                 , Footwear
Italy                             , PELLEROSSA SRL                                                                        , Tier 1 – Subcontractor, "Via Venezia, 60"                                                                                     ,                                                                             ,                                                     , Vigonza/PD               , 35010             , Veneto                          , Apparel
Italy                             , Racing Force S.p.A.                                                                   , Tier 1 - Primary      , via Bazzano 5                                                                                         ,                                                                             ,                                                     , Ronco Scrivia (Genova)   , 161019            ,                                 , Apparel
Italy                             , RENZO FAVERO SRL                                                                      , Tier 1 – Subcontractor, VIA ALDO MORO 10                                                                                      ,                                                                             ,                                                     , LENDINARA                , 45026             ,                                 , Footwear
Japan                             , The Naigai Corporation (Factory)                                                      , Tier 1 – Subcontractor, 1095                                                                                                  , Matsubara                                                                   ,                                                     , Higashi Kagawa City      , 769-2796          , Kagawa                          , Accessories
Jordan                            , Classic Fashion Apparel Industry Ltd Co. - Unit 02                                    , Tier 1 - Primary      , "Sector # 21, Plot # 1-7, P.O. Box 54, Al Hassan Industrial Estate,"                                  , "ramtha, Irbid, Jordan 21467"                                               ,                                                     , Irbid                    , 21467             , Irbid                           , Apparel
Jordan                            , Classic Fashion Apparel Industry Ltd Co. Printing Unit                                , Tier 1 – Subcontractor, "Plot #  470 , Basin # 67, Box 54, "                                                                  , "Al Hassan Industrial Estate, Ramtha, Irbid, Jordan , Postal Code 21467"    ,                                                     , Irbid                    , 21467             , Irbid                           , Apparel
Jordan                            , GIA APPARELS INDUSTRY - Unit 3                                                        , Tier 1 - Primary      , Northern plain region – GIA Company building for the clothing industry - within the area              , opposite King Hussein International Airport                                 ,                                                     , Aqaba                    ,                   , Aqaba                           , Apparel
Jordan                            , Sidney Apparels LLC                                                                   , Tier 1 - Primary      , PLOT 910 Lot 25 OF AIIE                                                                               , PO BOX 2393 DEAD SEA ROAD                                                   ,                                                     , Aqaba                    , 77110             ,                                 , Apparel
"Korea, Republic of (South Korea)", NAM YANG CO LTD                                                                       , Tier 1 - Primary      , 913-11                                                                                                , HWASEONG-RO                                                                 , MADO-MYEON                                          , HWASEONG-SI              , 18540             , Kyonggi-do                      , Accessories
"Korea, Republic of (South Korea)", WeFAN Factory 1                                                                       , Tier 1 - Primary      , 468-5 ILPAE-DONG                                                                                      ,                                                                             ,                                                     , Namyangju-si             , 12242             , Kyonggi-do                      , Apparel
"Korea, Republic of (South Korea)", WeFAN Factory 2                                                                       , Tier 1 - Primary      , "12-24, Hongyureung-ro 91beon-gil"                                                                    ,                                                                             ,                                                     , Namyangju-si             , 12242             , Kyonggi-do                      , Accessories
Madagascar                        , World Knits - Mada S.A.                                                               , Tier 1 - Primary      , Bat. Gross View II -Par Futura Andranomena - Analamanga                                               , 0                                                                           , 0                                                   , Antananarivo             , 105               , Faritanin' Antananarivo         , Apparel
Mauritius                         , CMT New Phoenix 5                                                                     , Tier 1 - Primary      , DBM INDUSTRIAL ESTATE                                                                                 , VALENTINA                                                                   , PHOENIX                                             , PHOENIX                  , N/A               , Port Louis                      , Apparel
Mauritius                         , RT KNITS LTD                                                                          , Tier 1 - Primary      , "Sldc Industrial Estate, La Tour Koenig"                                                              ,                                                                             ,                                                     , Pointe Aux Sables        , 11123             , Port Louis                      , Apparel
Mauritius                         , World Knits Ltd. (Quartier Militaire)                                                 , Tier 1 - Primary      , New Road Vuillemin                                                                                    , Quartier Militaire                                                          ,                                                     , Militaire                , 81106             ,                                 , Apparel
Mexico                            , "Industrias Manufactureras MYR, S.A. De C.V."                                         , Tier 1 - Primary      , "Carretera Irapuato-Abasolo Km. 5, Col. La Garrida."                                                  ,                                                                             ,                                                     , Irapuato                 , 36800             , Guanajuato                      , Apparel
Mexico                            , Lecteus S.A de C.V                                                                    , Tier 1 - Primary      , Dr. Andrade No. 47 Local B                                                                            , Colonia Doctores                                                            , Delegación Cuauhtémoc                               , México                   , 06720             , Distrito Federal                , Apparel
Mexico                            , "TEXTURERIAS, S.A. DE C.V."                                                           , Tier 1 - Primary      , MARIANO ABASOLO 206                                                                                   , SANTIAGO TIANGUISTENCO                                                      , N/A                                                 , SANTIAGO TIANGUISTENCO   , 52600             , Select                          , Apparel
Myanmar                           , "Bago Sports Gloves Co., Ltd"                                                         , Tier 1 - Primary      , "Plot-32, Bago-Tite Kyi Road"                                                                         , Foreign Industrial Area                                                     , Nyang Inn Village                                   , Bago                     , 08018             , Bago                            , Accessories
Myanmar                           , BAGO SPORTS GLOVES COMPANY LIMITED                                                    , Tier 1 – Subcontractor, "WARD NO. (9), BAGO OAKTHAR MYOTHIT "                                                                 , "PLOT NO.(42), LOCAL INDUSTRIAL ZONE"                                       , BAGO TOWNSHIP                                       , BAGO REGION              , 8018              , Bago                            , Accessories
Myanmar                           , Myanmar Pou Chen Company Limited                                                      , Tier 1 - Primary      , "No.112/121, No.4 High Way Road, "                                                                    , Thardu Kan Industrial Zone                                                  , Shwe Pyi Thar Township                              , Yangon                   , 11411             , Yangon                          , Footwear
Myanmar                           , "Thong Thai Textile (Myanmar) Co., Ltd (TM2)"                                         , Tier 1 - Primary      , Twinthin Teik Won U                                                                                   , "Tun Nyo Street, Hlaing Thar Yar Industrial Zone(1)"                        , Hlaing Thar Yar Township                            , Yangon Region            , 11401             ,                                 , Apparel
Myanmar                           , "Tsang Yih Co., Ltd."                                                                 , Tier 1 - Primary      , Plot No. X3/X4/X5/X6/N3/N4                                                                            , Myay Taing street                                                           , Anawyahtar Industrial Zone                          , Hlaing Thar Yar Township , 11401             , Yangon                          , Footwear
Netherlands                       , Allshoes Benelux                                                                      , Tier 1 - Primary      , Koivistokade 80                                                                                       ,                                                                             ,                                                     , Amsterdam                , 1013 BB           ,                                 , Footwear
Nicaragua                         , "Annic II, S.A."                                                                      , Tier 1 – Subcontractor, "Zona Franca Las Palmeras,"                                                                           , Km. 45 Carretera Masatepe a San Marcos                                      ,                                                     , "Masatepe,"              , 42600             , Masaya                          , Apparel
Pakistan                          , Awan Sports Industries Pvt. Ltd (Unit 5)                                              , Tier 1 - Primary      , "9km Aadah, Daska Road, Sialkot,51310,Pakistan"                                                       ,                                                                             ,                                                     , Sialkot                  , 51310             , Punjab                          , Accessories
Pakistan                          , Challenge apparels limited                                                            , Tier 1 - Primary      , "34 KM Multan Road , Shamkey Bhattian Lahore"                                                         ,                                                                             ,                                                     , Lahore                   , 54600             , Punjab                          , Apparel
Pakistan                          , Forward Sports (PVT) Ltd                                                              , Tier 1 - Primary      , P.B. Box 1704                                                                                         , Adda Sahowala                                                               , Wazirabad Road                                      , Sialkot                  , 51310             , Punjab                          , Accessories
Pakistan                          , Interloop Limited (HD-III)                                                            , Tier 1 - Primary      , 8KM Manga Raiwind Road                                                                                ,                                                                             ,                                                     , Raiwind / Lahore         , 55140             , Punjab                          , Accessories
Pakistan                          , Interloop Limited (Hosiery Division I)                                                , Tier 1 - Primary      , 1-Km Khurrianwala-Jaranwala Road                                                                      , Khurrianwala-faisalabad                                                     ,                                                     , Faisalabad               , 37630             , Punjab                          , Accessories
Pakistan                          , INTERLOOP LIMITED (HOSIERY DIVISION II)                                               , Tier 1 - Primary      , 7 KM Jaranwala Road                                                                                   , Khurrianwala Faisalabad                                                     ,                                                     , Faisalabald              , 38000             , Punjab                          , Apparel
Pakistan                          , INTERLOOP LIMITED APPAREL PARK                                                        , Tier 1 - Primary      , "BYPASS KHRRIAWALA JARANWALA ROAD ,KHURRIANWALA , TEHSIL JARANWALA DISTRICT Faisalabad"               ,                                                                             ,                                                     , Faisalabad               ,                   ,                                 , Apparel
Pakistan                          , Interloop Limited-Apparel Division                                                    , Tier 1 - Primary      , "Chak No 117 / JB Millat Road, Dhanola, Faisalabad"                                                   ,                                                                             ,                                                     , Faisalabad               , 38000             , Punjab                          , Apparel
Pakistan                          , M/S CAPITAL SPORTS CORPORATION (PVT) LIMITED                                          , Tier 1 - Primary      , "WAZIRABAD ROAD , KOPRA, TEHSIL SAMBRIAL "                                                            ,                                                                             ,                                                     , SIALKOT                  ,                   ,                                 , Accessories
Pakistan                          , Style Textile (Pvt) Limited (Manga)                                                   , Tier 1 - Primary      , "37-KM Multan Road, Tehsil Raiwind District Lahore"                                                   ,                                                                             ,                                                     , Lahore                   , 55270             , Punjab                          , Apparel
Pakistan                          , Style Textile (Pvt) Limited (QIE)                                                     , Tier 1 - Primary      , "126/3 Industrial Area  Kot Lakhpat, Tehsil Model Town District Lahore"                               ,                                                                             ,                                                     , Lahore                   , 54770             , Punjab                          , Apparel
Pakistan                          , Style Textile (Pvt) Limited (Raiwind)                                                 , Tier 1 - Primary      , "8-Km, Manga Raiwind Road, Tehsil Kot Radha Kishan District Kasur"                                    ,                                                                             ,                                                     , Lahore                   , 55150             , Punjab                          , Apparel
Pakistan                          , Veer Sports ( Pvt ) Ltd                                                               , Tier 1 - Primary      , "Export Processing Zone,"                                                                             , Wazirabad Road                                                              ,                                                     , Sialkot                  , 51070             , Punjab                          , Accessories
Portugal                          , FABRICA DE TECIDOS DO CARVALHO lda                                                    , Tier 1 – Subcontractor, "estrada nacional 105, 991"                                                                           ,                                                                             ,                                                     , braga                    , 4815-135          , Braga                           , Apparel
Portugal                          , Lopelive unipessoal Lda                                                               , Tier 1 - Primary      , Travessa do Combre Nº80 Lijó                                                                          ,                                                                             ,                                                     , Barcelos                 , 4750-532          , Braga                           , Apparel
Portugal                          , P&R Texteis S. A.                                                                     , Tier 1 - Primary      , "Avenida Central, nr. 45"                                                                             , Tamel São Veríssimo                                                         ,                                                     , Barcelos                 , 4750 - 721        , Braga                           , Apparel
Portugal                          , P&R (Esposende)                                                                       , Tier 1 - Primary      , "Rua do Agrelo 24- Rio de Moínhos, 4740-577 - Marinhas, Esposende "                                   ,                                                                             ,                                                     , Esposende                , 4740              , Braga                           , Apparel
Romania                           , SMS ROMANIA SRL                                                                       , Tier 1 - Primary      , SPICULUI STR.9                                                                                        ,                                                                             ,                                                     , SATU MARE                , 440278            ,                                 , Accessories
Slovenia                          , Etiketa Tiskarna D.D.                                                                 , Tier 1 – Subcontractor, Industrijska ulica 6                                                                                  ,                                                                             ,                                                     , Ziri                     , 4226              , Ziri                            , Apparel
South Africa                      , Vimal Clothing Enterprise C.C.                                                        , Tier 1 - Primary      , "4 Fairways Avenue, Fairways Park, Mount Edgecombe"                                                   , 0                                                                           , 0                                                   , Durban                   , 4301              , KwaZulu-Natal                   , Apparel
Spain                             , Castma S.L                                                                            , Tier 1 - Primary      , "AVDA.BENICASIM, S/N-POL.IND.ESTADIO,5-6-7"                                                           ,                                                                             ,                                                     , Castellón                , 12004             , Valencia                        , Accessories
Spain                             , Crechi International S.A.                                                             , Tier 1 - Primary      , "C/ La Huerta, 2"                                                                                     , L´Eliana                                                                    ,                                                     , La Eliana                , 46183             , Valencia                        , Accessories
Spain                             , DIEGO TORVISCO                                                                        , Tier 1 – Subcontractor, GENERO DE PUNTO                                                                                       , 12-1-1                                                                      ,                                                     , MATARO                   , 08304             , Catalunya                       , Apparel
Spain                             , Fello S.A.                                                                            , Tier 1 - Primary      , C/Bures 1                                                                                             ,                                                                             ,                                                     , Castelbell I El Vilar    , 08226 ( BARCELONA), Catalunya                       , Apparel
Spain                             , NONMARTEX S.L                                                                         , Tier 1 – Subcontractor, POLIGONO INDUSTRIAL CAN PATALINA                                                                      , CALLE FONT DE LA MINA 2                                                     ,                                                     , MALGRAT DE MAR           , 08380             , Catalunya                       , Apparel
Spain                             , Varisport S.L.                                                                        , Tier 1 - Primary      , C/ Luis Vives 10                                                                                      ,                                                                             ,                                                     , Sabadell                 , 08206             , Catalunya                       , Apparel
Spain                             , VIDRERES 2000 S.L.                                                                    , Tier 1 - Primary      , POLIGONO INDIUSTRIAL  CA PATALINA                                                                     , CALLE FONT DE LA MINA Nº3                                                   , MALGRAT DE MAR                                      , BARCELONA                , 08380             , Catalunya                       , Apparel
Taiwan                            , AMPLIFI TECHNOLOGIES INC.                                                             , Tier 1 - Primary      , "No. 222, Huaya 2nd Rd., Guishan Dist., "                                                             , "Taoyuan City 333, Taiwan"                                                  ,                                                     , Taoyuan                  , 33301             , Taiwan                          , Footwear
Taiwan                            , "Hope Land Enterprise Co., Ltd."                                                      , Tier 1 - Primary      , No.588 Sec.6                                                                                          , Changrong Road                                                              , Liuying Dist                                        , Tainan                   , 736               , Taiwan                          , Accessories
Taiwan                            , Yan Lin Industrial Co Ltd                                                             , Tier 1 - Primary      , "No.25, Ln, 360 Shuiwei 2nd Rd, Changhua"                                                             ,                                                                             ,                                                     , Changhua                 , 500               , Changhua                        , Accessories
Thailand                          , Advanced Printing (Thailand) Company Limited                                          , Tier 1 – Subcontractor, "491 Moo 4.Manjakiri Rd.,"                                                                            , "Tumbon Banthum.,Muang"                                                     ,                                                     , KHON KAEN                , 40000             , Khon Kaen                       , Apparel
Thailand                          , "NB Apparel Co., Ltd."                                                                , Tier 1 - Primary      , 183 Moo 8                                                                                             , Udonthani-Muangloei rd.                                                     , "Muangnongbualamphu, Nongbualamphu"                 , Nong Bua Lam Phu         , 39000             , Nong Bua Lamphu                 , Apparel
Thailand                          , NICE APPAREL COMPANY LIMITED                                                          , Tier 1 - Primary      , 149 Moo 2 Highway number 207 Road                                                                     , Tumbol Muang Phon                                                           ,                                                     , Phon                     , 40120             , Khon Kaen                       , Apparel
Thailand                          , Nice Apparel Company Limited (Nakhonratchasima Branch)                                , Tier 1 – Subcontractor, "188 Moo 4, Ban Pho, Muang - Nakhonratchasima,Nakhonratchasima 30310"                                 ,                                                                             ,                                                     , Muang-Nakhonratchasima   , 30310             , Nakhon Ratchasima               , Apparel
Thailand                          , Nice Apparel Company Limited Branch Chumphae                                          , Tier 1 – Subcontractor, "219 Moo 2 Maliwan Road, T. Non-Udom"                                                                 , "333 Moo 2 Maliwan Road, T. Non-Udom"                                       ,                                                     , Chumpae                  , 40130             ,                                 , Apparel
Thailand                          , "NK Apparel Co., Ltd."                                                                , Tier 1 - Primary      , "370 Moo 4, Banthum"                                                                                  , "Mueangkhonkaen,"                                                           ,                                                     , Khon Kaen                , 40000             , Khon Kaen                       , Apparel
Thailand                          , "Sincerely Screen Co., Ltd."                                                          , Tier 1 – Subcontractor, 30/138                                                                                                , Khok-Kham                                                                   ,                                                     , Muang                    , 74000             , Samut Sakhon                    , Apparel
Thailand                          , "Thai Eastern Industry Co., Ltd."                                                     , Tier 1 - Primary      , 42/220 Moo 5 Soi Moobansristhien                                                                      , "Petchkasem Road,"                                                          , "Raikhing, "                                        , Sampran                  , 73210             , Nakhon Pathom                   , Apparel
Thailand                          , "Thong Thai Textile Co., Ltd."                                                        , Tier 1 - Primary      , "No. 21, Soi Phetkasem 81"                                                                            , Ma-Charoen Rd                                                               , NONGKHAEM AREA                                      , Bangkok                  , 10160             , Bangkok                         , Apparel
Thailand                          , "Titan Sports Wear Co., Ltd."                                                         , Tier 1 - Primary      , 244 Moo 5.  Tumbol Donhun                                                                             , Amphur Maung                                                                ,                                                     , Khon Kaen                , 40260             , Khon Kaen                       , Apparel
Thailand                          , Trax Intertrade Company Limited. [Roi Et]                                             , Tier 1 - Primary      , "No. 61, Village No. 5,"                                                                              , "Chang Han Sub-district,"                                                   , "Chang Han District, Roi Et Province"               , Roi Et                   , 45000             , Roi Et                          , Apparel
Thailand                          , "VAS Garment (Thailand) Co., Ltd."                                                    , Tier 1 - Primary      , "30 Moo 13, Kaeng Loeng Jan"                                                                          , Muang                                                                       ,                                                     , Mahasarakham             , 44000             , Maha Sarakham                   , Apparel
Tunisia                           , Gantex LTD                                                                            , Tier 1 - Primary      , Route Omar El Mokhtar                                                                                 ,                                                                             ,                                                     , Bizerte - Ain Mariam     , 7000              , Bizerte                         , Accessories
Tunisia                           , VTL2                                                                                  , Tier 1 - Primary      , Route de Korba KM 2                                                                                   ,                                                                             ,                                                     , Menzel Temime            , 8080              , Nabeul                          , Apparel
Turkey                            , AKKANAT KONF.IMAL.IHR. TIC.A.S.                                                       , Tier 1 – Subcontractor, No.47 A Ugur Mumcu Cad                                                                                , AKCABURGAZ MAH.                                                             , ESENYURT                                            , Esenyurt / ISTANBUL      , 34522             ,                                 , Apparel
Turkey                            , ARIK BEY TEKSTIL ENERJI VE SINAI YATIRIMLAR ANONIM SIRKETI                            , Tier 1 - Primary      , "No: 1,  ARIKBEY TEKSTIL FAB CAD"                                                                     , GOLKASI MH.                                                                 , BEYSEHIR                                            , KONYA                    , 42700             , Konya                           , Apparel
Turkey                            , ARIK TEKSTIL KONF. IML. IHR. ve TIC. LTD. STI                                         , Tier 1 – Subcontractor, Bayavsar Mah. 41959 sok.                                                                              , No:9                                                                        ,                                                     , Konya                    , 42700             , Konya                           , Apparel
Turkey                            , Arikbey                                                                               , Tier 1 - Primary      , Akcaburgaz Mah.Ugur Mumcu Cad.no:47 B Blok                                                            , Esenyurt                                                                    ,                                                     , Istanbul                 , 34552             , Istanbul                        , Apparel
Turkey                            , Beybo Seydisehir                                                                      , Tier 1 – Subcontractor, Alaylar 2 Mah. Hafif San. Bol.                                                                        , "Cevre Yolu uzeri, Kamil Akkanat Cad.,Seydisehir"                           ,                                                     , Konya                    , 42360             , Konya                           , Apparel
Turkey                            , Beydur Konf. Iml. Ihr. San. ve Tic. Ltd. Sti.                                         , Tier 1 – Subcontractor, "NO:982DA, ISPARTA CEVRE YOLU CAD"                                                                    , GOLKASI MAH.                                                                , BEYSEHIR                                            , Konya                    , 42700             , Konya                           , Apparel
